hash_transaction,time,indegree,outdegree,in_btc,out_btc,total_in,total_out,mean_in_btc,mean_out_btc,senders,receivers,fee_btc,unique_senders,unique_receivers,is_self_churn,sender_entropy,receiver_entropy,hour,day_of_week,total_btc,anomaly
b04b71e40e6ca4785ddfbd281136a0516059b0816b3d486ba4fcf9f7e9032926,2025-08-27 13:58:26,1.0,7.0,[0.0],"[5.46e-06, 3.18507404, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,3.1850795,4.440892098500626e-16,0.4550113571428571,[],"['3Eif1JfqeMERRsQHtvGEacNN9hhuvnsfe9', '3Awm3FNpmwrbvAFVThRUFqgpbVuqWisni9']",-3.1850795,0,2,False,0.0,1.0,13,Wednesday,3.1850795000000014,0
75cadf3a934982e540ecb5bc0c3bf8cf4336f1475b920dce22c5b3bb88a4991b,2025-08-27 13:58:26,3.0,1.0,"[33.7842765, 98.68177598, 288.80501252]",[421.270065],421.271065,421.27006500000005,140.42368833333333,421.270065,"['1ABwNuymdDWtSJYUbdJKMdgd3JTgLQx9LC', '1ABwNuymdDWtSJYUbdJKMdgd3JTgLQx9LC', '1ABwNuymdDWtSJYUbdJKMdgd3JTgLQx9LC']",['3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd'],0.001,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,842.5411300000001,1
3898b76379c8eaeec62416b6b8065e649192f590e373087a3922ced374104e92,2025-08-27 13:58:26,1.0,2.0,[0.01023954],"[0.00459135, 0.00554949]",0.010239539999999714,0.01014084000000004,0.010239540000000158,0.00507042000000002,['bc1qjlg095hjzmp4hgls9j3ccv3kkj8uv3zv7wtf03'],"['bc1qp5la35u53l9v22p3fdmyf4u75s7kt5y3nvearr', 'bc1qsephrj73nlkca9e0k04vcer2pspf6txceh838e']",9.87e-05,1,2,False,0.0,1.0,13,Wednesday,0.020380380000000642,0
0bbcfb1316bc1addfe387e875027f72a626ccb8fa67f6bceb27a72d51f701661,2025-08-27 13:56:34,1.0,8.000000000000002,[0.03467014],"[0.00026899, 0.0043298, 0.00086129, 0.00270737, 0.016095, 0.00184727, 0.00036979, 0.00798063]",0.03467014000000024,0.034460140000000195,0.034670139999999794,0.004307517500000024,['bc1q7jwr90fsjgfgqqfekdmctt5anjla3fasxd0pdljwv0tm7pyrpumq08g0fr'],"['bc1pmxx69tw2dn6cfqczrajyn7hrk56jghnpf8zg9ruq88mfzurlavnqnxajy5', 'bc1p8lkxas3fcx2aqyek5ae93g0e4znul8q9ryzfp8fe86nne42g6unss3euy4', 'bc1qklgz8t37heasne9qhnpcjlev5sz3u3etckgdve', 'bc1q2nvcn4rur6g5aa50ump6yeq70yggk6h3vzmfxn', 'bc1qhq7g830yupxrdjlf0wfc2y9kk0tuea067w5qh8', 'bc1qf4swjqecvaz8fnzaa8ehqr5p0c5u4g6qwd98yg', 'bc1qu6f9yk209nrm230y3aad5jamnnujuwu96xg0jh', 'bc1quhruqrghgcca950rvhtrg7cpd7u8k6svpzgzmrjy8xyukacl5lkq0r8l2d']",0.00021,1,8,False,0.0,3.0,13,Wednesday,0.06913027999999954,0
7bc9c8a6257b9da09c10c22014e4b99212bcd5e23f73ce61b6fc127655d9befd,2025-08-27 13:56:58,1.0,1.0,[0.17228678],[0.17223826],0.1722867800000003,0.1722382600000003,0.17228677999999986,0.1722382600000003,['bc1q00wx9kn40k4s3u9a4kwk4gwnk7x6j4cx6xg9wz'],['bc1qjn67wt5jy4s4c3ydj6q0qad2uraa6e4nefs6k2'],4.852e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.3445250400000006,0
d8bb64f107f166ea61df434e9b5983fa535878b3b13f8c98923ca11f7b1551dd,2025-08-27 13:58:26,1.0,2.0,[0.04224366],"[0.03, 0.01220106]",0.04224365999999957,0.04220106000000001,0.042243660000000016,0.021100530000000006,['bc1qwxxhm7jpzm2lhk9mnsn9wsx4q6khznrtxr6w04'],"['3JgTebzCcMxRHpiGXwtGUgc69FX2ExpPsS', 'bc1qwxxhm7jpzm2lhk9mnsn9wsx4q6khznrtxr6w04']",4.26e-05,1,2,False,0.0,1.0,13,Wednesday,0.08444472000000047,0
228d7ef7c77140f573826a3c19fe88f968d5d181112f30f955f6578e085d7bb2,2025-08-27 13:58:26,1.0,1.0,[0.00032809],[0.00027809],0.0003280900000000031,0.00027809000000011963,0.0003280900000000031,0.00027809000000011963,['1MCkatuQGZgA992GmfXyj8b9sLbEHknTso'],['1Ny9toPUCkeidGzHBSjq1NJ9GzwS1UWybB'],5e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.0006061800000001227,0
eaf59a3eed26cce7798b2d7e18e7bde8d97f3396df0d5d094ea968ab38e1a6ed,2025-08-27 13:56:30,1.0,2.0,[7.80596341],"[0.05997, 7.74596341]",7.80596341,7.80593341,7.80596341,3.902966705,['bc1qr9sa5dcerueqzewtja0pcge307emax7jxctcas'],"['3HMcqLwHDsMasAAdfeA7MpNLtkui1oBJ24', 'bc1qr9sa5dcerueqzewtja0pcge307emax7jxctcas']",3e-05,1,2,False,0.0,1.0,13,Wednesday,15.61189682,0
43a7c3f935cc5c09ed38c82b013248358283fd65749f23ddda66df4b84ce6245,2025-08-27 13:58:26,2.0,2.0,"[0.104095, 0.15402915]","[0.00586871, 0.25218124]",0.25812414999999955,0.2580499500000002,0.12906207500000022,0.1290249750000001,"['1NVXX2MRQh7yrad3g27EJGxSVEE3Mn9wkt', '1NVXX2MRQh7yrad3g27EJGxSVEE3Mn9wkt']","['bc1q9f2a948ws7y7ayuwk48frsgnz8qjj5e3nz6en0', '1NVXX2MRQh7yrad3g27EJGxSVEE3Mn9wkt']",7.42e-05,1,2,False,0.0,1.0,13,Wednesday,0.5161741000000006,0
19995b45116b79e73ec5ec303c318882d56e6cfbddda5ba8ac44cbfe47fbf865,2025-08-27 13:58:26,1.0,2.0,[0.31090502],"[0.21852182, 0.092355]",0.31090501999999987,0.31087681999999983,0.31090501999999987,0.15543841000000014,['bc1q78pap43cw7cgazmfvjy473cswf3yyqu75n7v98'],"['bc1qapj992thuzl72kfd9tele3fnn2nappukg2wk8s', 'bc1qf5zn5ntemnwws03rjljg8qwm4z9al0u03h85r3']",2.82e-05,1,2,False,0.0,1.0,13,Wednesday,0.6217818400000006,0
746beb636de36446981aab1ce0b163c0c40c0f8f08eeece809a8b1f84d039444,2025-08-27 13:25:51,1.0,3.0,[0.00022294],"[0.00021, 0.0, 6.1e-06]",0.0002229399999995607,0.0002161000000002744,0.0002229400000000048,7.203333333327677e-05,['bc1q7rgx8f2qfepjvn45elhmtlhp8h6wwuu0d6vnwk'],"['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz', 'bc1q7rgx8f2qfepjvn45elhmtlhp8h6wwuu0d6vnwk']",6.84e-06,1,2,False,0.0,1.0,13,Wednesday,0.0004390399999998351,0
3fd81f70f89fec54d2e5adc2faf0ce70c0799562016af065ca2d20937998ec50,2025-08-27 13:29:11,1.0,3.0,[0.004],"[0.00099496, 0.0, 0.00299808]",0.0039999999999995595,0.003993040000000114,0.0040000000000000036,0.0013310133333335195,['bc1q0tdvvtuz4y2pxvpx030l55936fxmv5f86dn2d2'],"['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz', 'bc1q0tdvvtuz4y2pxvpx030l55936fxmv5f86dn2d2']",6.96e-06,1,2,False,0.0,1.0,13,Wednesday,0.007993040000000562,0
124e9f38030d6277f5f8b9c95a8273a9d71b4acc829503628df39693a1fbbb63,2025-08-27 13:26:24,1.0,3.0,[0.00527789],"[0.00033, 0.0, 0.00494119]",0.00527789000000034,0.005271190000000203,0.005277889999999896,0.001757063333333253,['bc1qvwqrxkwf3vaym9tdsleul8usa3fj7ljjpsvnhh'],"['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz', 'bc1qvwqrxkwf3vaym9tdsleul8usa3fj7ljjpsvnhh']",6.7e-06,1,2,False,0.0,1.0,13,Wednesday,0.010549080000000544,0
edd66b19db1431d1098a7f4a2e2ee7a2df805a26516b79292f620ccb52ed068e,2025-08-27 13:58:26,4.0,2.0,"[1.69956208, 0.00099496, 0.00033, 0.00021]","[0.199477, 1.50151284]",1.7010970399999996,1.70098984,0.42527426000000057,0.85049492,"['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz']","['bc1qp7gp30u504yq7d0vrraevlvk5van7c9n7rrmer', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz']",0.0001072,1,2,False,0.0,1.0,13,Wednesday,3.4020868800000006,0
3eac5900b134a1d4a00cb96aee6d820c8863d0213dcfc3502c3e41c1827ed68c,2025-08-27 13:58:26,1.0,2.0,[1.50151284],"[0.060587, 1.44088968]",1.5015128400000002,1.5014766799999997,1.5015128399999997,0.7507383399999998,['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz'],"['bc1qx4rjju5zlgzfeu0zzca98mqj8ls4rpgf0tcsq5', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz']",3.616e-05,1,2,False,0.0,1.0,13,Wednesday,3.00298952,0
6fb28a2c73acad2e16bef8805538e929fd03bf2cff482e807100bceb83287568,2025-08-27 13:58:26,1.0,2.0,[1.44088968],"[0.008527, 1.432322]",1.4408896799999997,1.4408490000000005,1.4408896800000002,0.7204245,['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz'],"['bc1qkv36z33ezfedwyxnd0ag7m7m86p3xs4f5jexvm', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz']",4.068e-05,1,2,False,0.0,1.0,13,Wednesday,2.8817386799999998,0
8d4edea890709fc739fc0cdbea7af526d3ad5e4eb8b18d3d988ef7f1c4e21946,2025-08-27 13:58:26,1.0,2.0,[1.432322],"[0.017595, 1.41468632]",1.432322,1.43228132,1.432322,0.71614066,['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz'],"['bc1qzkevkn2c96lejdsjfhfhw92r3csv97sqcq555r', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz']",4.068e-05,1,2,False,0.0,1.0,13,Wednesday,2.8646033200000005,0
ca04c280aa156fc7d4efebc415e0008b6146374d86dfe6f070e37f9ba3c22b99,2025-08-27 13:58:26,1.0,2.0,[1.41468632],"[0.009459, 1.40518664]",1.41468632,1.4146456399999994,1.41468632,0.7073228199999999,['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz'],"['bc1quvn934rzkcudfc5j4lg474mkl5es6gfvyue89s', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz']",4.068e-05,1,2,False,0.0,1.0,13,Wednesday,2.829331960000001,0
e1da03e4c4edb300eadcb229a48329cbdabaf8c18f4f8c7423a559c457144601,2025-08-27 13:58:26,1.0,2.0,[1.40518664],"[0.000317, 1.40482896]",1.4051866400000006,1.4051459599999996,1.4051866399999997,0.7025729799999998,['bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz'],"['bc1qur8utrulcgxr2kr8zaqq5363t62ltlr67vumdw', 'bc1q7t4vyehjsexdme84qhdgd4dawcn54djh0m78fz']",4.068e-05,1,2,False,0.0,1.0,13,Wednesday,2.8103325999999997,0
3af5071f14c65b2085f505ab568189d6386ffc3696fb66a2c5401c66722503c4,2025-08-27 13:58:26,10.0,1.0,"[0.00085527, 4.911e-05, 4.119e-05, 0.00093223, 0.00015593, 0.0230464, 0.00710907, 0.00089774, 0.00432644, 0.00197869]",[0.03923006],0.03939206999999989,0.0392300600000004,0.003939207000000167,0.039230059999999956,"['3LvET7KSKf9uKh94ARTJenAjriw12bdkMz', '3MMYqxn96Ecy9mdxLWzKwaJWHakSybchZH', '37auuAh3HrW5HyCNtfooHp3G4b3w4ABKn9', '3Cpx6hXa1rbCGdAWUQazCvS1KU7sEjfapG', '3HMiLCSdfSyvkDN5oEwYfV1pPviaE96E8B', '3FNEnScYWbyuM7PbqAquWh486D6atWyPy2', '33WVUPcAEdKvQagfWi9dNbqTmxADBvuT8r', '33fEwKJXmvA2yhNM5iRqM84jK154XLqift', '3N8wkfSYPfZ17XUyt3m4DNBTmGCQARxzU1', '3QTJBnP2th6qXDGZmxM2S6wcBgZKTRcC6v']",['37jdMXYbvg3dKzJ4pGSYiABiXoBy4putZq'],0.00016201,10,1,False,3.3219,1.1102230246251565e-16,13,Wednesday,0.0786221299999994,0
a1670aaddcac35d43faf8b20e1952f0878869a69283382c6cd882bea10287a3a,2025-08-27 13:58:26,1.0,1.0,[0.003],[0.00297722],0.0030000000000001137,0.0029772200000000026,0.0030000000000001137,0.0029772200000000026,['3HBBc16fEQFyodXHp9iZddbF56d8dnQSk5'],['37jdMXYbvg3dKzJ4pGSYiABiXoBy4putZq'],2.278e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.005977220000000116,0
b90659c225fc644843ac4e4f4294cfe1e309e28dc1a7def8767d6556c04a5d93,2025-08-27 13:58:26,4.0,1.0,"[0.00078348, 0.22, 0.00054947, 0.00054882]",[0.22181258],0.22188177000000042,0.22181257999999993,0.055470442499999884,0.22181257999999993,"['35KTnRugPWCBiVVju2kDJESk2dYTbEWe2d', '33Veo4T87aJ1EhHZLP92ruwGEnkAsH2wEo', '361ypGi5MY7XjGTJ6Y6iNSB16XQZBL4jk3', '33EY7Nd7wYsowgasrVjZAtUCmXSgJYvjUa']",['37jdMXYbvg3dKzJ4pGSYiABiXoBy4putZq'],6.919e-05,4,1,False,2.0,1.1102230246251565e-16,13,Wednesday,0.44369434999999946,0
8beb9dcdf75afb4a704b9197a712c6f4fd38c13398f7b658cc8cd2ab653f08d5,2025-08-27 13:56:25,1.0,2.0,[0.02221888],"[0.0021905, 0.01999829]",0.022218879999999608,0.022188790000000402,0.022218880000000052,0.011094395000000201,['37jdMXYbvg3dKzJ4pGSYiABiXoBy4putZq'],"['bc1pa882ca7gz980syfnrmk4s584p327487pzh2l95uvmr7crx2r3dnqmlupra', '37jdMXYbvg3dKzJ4pGSYiABiXoBy4putZq']",3.009e-05,1,2,False,0.0,1.0,13,Wednesday,0.04440767000000001,0
366f945f27c3e5831503184161d9cafb613bfb20ad0126cbb04889cc789d4fe1,2025-08-27 13:58:26,1.0,4.0,[0.64099809],"[0.0, 0.000525, 0.000525, 0.63989109]",0.6409980900000001,0.6409410900000001,0.6409980900000001,0.16023527250000003,['1NDxDDSHVHvSv48vd27NNHkXHYZjDdVLss'],"['bc1q9j4yy2g0wuuwu7fqkq0pu6y6vxshp8hw54uek0', 'bc1qs0kkdpsrzh3ngqgth7mkavlwlzr7lms2zv3wxe', '1NDxDDSHVHvSv48vd27NNHkXHYZjDdVLss']",5.7e-05,1,3,False,0.0,1.585,13,Wednesday,1.2819391800000002,0
8f3553270307289c18997fa91aeb275b75585d101276f37203a219ea0069d345,2025-08-27 13:56:37,1.0,1.0,[0.00046717],[0.00044781],0.0004671700000002943,0.0004478099999998264,0.0004671699999994061,0.0004478099999998264,['bc1q2a73enlfut8ca2v9v3j3u853v72c3zedtkg0ag'],['bc1qdz453s0e2cr58d2sjkzzpv5q20vvauuy05aw57cgh4tfykndlg3scd9t28'],1.936e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.0009149799999992325,0
f070275531bc51a759bda2f819a427530a561abd1f6f527b9fb499fff7304eab,2025-08-27 13:58:26,1.0,3.0,[0.72047],"[0.7130188, 0.00713018, 0.00028981]",0.7204699999999997,0.7204387900000002,0.7204700000000002,0.24014626333333333,['38hwjjeebCHRVjNZzU4zUhx3coaMiqDXZb'],"['3KELefWbb6GmXUtHfqzYKi2yyJCjZ9QtYg', '3QXzG1Ycta9Hg8xSG4U7SyWE9Z8rCyMwTc', '38hwjjeebCHRVjNZzU4zUhx3coaMiqDXZb']",3.121e-05,1,3,False,0.0,1.585,13,Wednesday,1.44090879,0
ca5ce126ba905bbed4c05238da4137753d6c21fba6fa50256a48e7396e085066,2025-08-27 13:58:26,1.0,1.0,[0.0003124],[0.00029578],0.00031240000000032353,0.00029578000000007876,0.00031239999999987944,0.00029578000000007876,['bc1qplfxwjjtqfc5j3q6dgzyv2kq0jqd8kprqw2wn4'],['bc1qtkajd2fn4wt3cqwfl845dagrvef7v5hcrd8q0j'],1.662e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.0006081800000004023,0
81142ee83fb6f517bf1428f3ab771af77c372f5edadb9ca57760cde12c4c26c1,2025-08-27 13:58:26,1.0,2.0,[0.36020891],"[0.11051453, 0.24966191]",0.3602089099999999,0.36017644000000004,0.3602089099999999,0.18008822000000002,['12NDBLbRmjQT2N3ytFaxNVx4oy4PJX4xa6'],"['bc1qqnxtv4mav9mmjsx5v00xep4y30haf54wyw82eq', '12NDBLbRmjQT2N3ytFaxNVx4oy4PJX4xa6']",3.247e-05,1,2,False,0.0,1.0,13,Wednesday,0.720385349999999,0
257ae6c73400a1953e6ea686a8ad3135a8d3cde32a4ff00fb14810a64f337cee,2025-08-27 13:58:26,2.0,1.0,"[0.1799901, 0.0299699]",[0.20991268],0.2099599999999997,0.2099126800000004,0.10497999999999985,0.20991267999999996,"['14PsgCjJDFnoDGNUjMWog9MNAujDR5csvi', '14PsgCjJDFnoDGNUjMWog9MNAujDR5csvi']",['1KYBKqRjGbRynSiyoiHndULssXrEeWhvU8'],4.732e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.4198726799999992,0
2c0af14002a9a3373ca4528fe3a11a663ac5ed470a4483d2547ebb055875b957,2025-08-27 13:56:40,1.0,1.0,[7.139e-05],[5.762e-05],7.138999999956042e-05,5.761999999975842e-05,7.13900000000045e-05,5.762000000020251e-05,['bc1prrqf5nwmwn460f9cusn6vu9yahuwws9l0spgqs7wgvftm32yejyq90a6el'],['bc1qtugh8e46suh8y59f0yup7lacwz6usxlw0fztmx'],1.377e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.00012901000000020701,0
ccfafd452beaf430157feb83b56976e209d63891e1c6a0964144be0d94b48d4c,2025-08-27 13:58:26,1.0,9.000000000000002,[0.42255645],"[0.00032612, 0.00038356, 0.00081747, 0.0026731, 0.00307897, 0.00408092, 0.00635909, 0.01913837, 0.38564822]",0.4225564500000001,0.4225058199999996,0.4225564500000001,0.046945091111111115,['bc1pjys4pvcfws8y8kajz7l0kah0uaew4jjn70s8x8ht07xpqdwfq8asam2fqt'],"['bc1q8jpe3eta5d5lk60udcer8cpgysf0tsf83ljekk', 'bc1q2zj2reyvakn972akh878z4cvzrdgkyrwt85fc7', 'bc1qr2st6r63u5qaxwk5pzq06e6mkmf9frve4glnmy', 'bc1qxlqstlssvl48gexdccl34fulyf9cw9krk4erhq', '1NFK44KLXEYS6u8eb444KugMLRMr5oRh19', '3JBzD6KfFVF1pY3axNjed86DTxENrkwAfs', '14Fc8nV7F5HRLocSrLBH1uxLWivRAuKTDe', 'bc1qvdx7s9kv7n86w6s3r42ywe5zum4sxet3t8jkzt', 'bc1pt6fc5nw0lgr4yhlfkhqp7e59mcgc4nshugey4853r9uyw8swjt3sthvqzu']",5.063e-05,1,9,False,0.0,3.1699,13,Wednesday,0.8450622699999997,0
8290dfd41447a588d2883561a556f68a4b2d02c2d2eb3b7dc92f6a3bbe750321,2025-08-27 13:58:26,1.0,2.0,[0.40255911],"[0.20038339, 0.20215654]",0.40255911000000033,0.40253992999999966,0.4025591099999999,0.20126996500000005,['bc1qk92sn6jmfx2wv6zmqmnsn6c2lr9hzy2tgj3ua4'],"['bc1q6jlgsf50sw6hksxatygy6970mflcdpa2x54ush', 'bc1q5n94cgr9w8f7qyj7qe72d2j5x8c3mrg6mrp0cd']",1.918e-05,1,2,False,0.0,1.0,13,Wednesday,0.80509904,0
2f982e30d3b691863d2b372e28599946b4ea7265f8620e2755328eb1a5c6a399,2025-08-27 13:58:26,7.0,2.0,"[101.83547114, 1.13326484, 103.0264275, 68.90843291, 18.00393672, 4.86671488, 2.74129254]","[300.0, 0.515444]",300.51554053,300.515444,42.930791504285715,150.257722,"['3HdNox3mHcAchHJUEENH1w6xA2kSFiDWej', '39YeLVizKpSxENY7vJgCDvQAEpWKzHSX6x', '3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd', '3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd', '3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd', '3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd', '3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd']","['bc1q0k5dmu7zrrar567sh3zqn3m8rd0xlhtncg9qfj', '3MqUP6G1daVS5YTD8fz3QgwjZortWwxXFd']",9.653e-05,3,2,False,1.1488,1.0,13,Wednesday,601.0309845300001,1
ccfea3d80cda81f0800502232d94e6851bc151641acf9c9a62a1409d0bd66261,2025-08-27 13:58:26,1.0,1.0,[2.604e-05],[5.46e-06],2.6039999999838415e-05,5.45999999967961e-06,2.6039999999394325e-05,5.460000000123699e-06,['bc1ple4u6lw8ykvjq8ph9ga546tfplgg9ggf73v30s62hfgnnz4ge9hqrjnjjp'],['bc1phqj0pdv7zlrxpt5qsunt6yjx6mm7cu88pyz6ex3wgqcr2scthg8swzvaw7'],2.058e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,3.15000000004062e-05,0
834dd08a934461f8a7548157cffb0feecb32d9ba82dcd7ea06e12ec67bc22338,2025-08-27 13:56:46,1.0,2.0,[0.00742468],"[0.00516902, 0.00223668]",0.007424679999999739,0.0074056999999996265,0.007424680000000183,0.0037028499999998132,['bc1qnmlll2kfeulfzhczhcts3ux7k65ehjdun2jv2u'],"['bc1q4z4njq76gzt7354ss62gtm6llg44fw3zcflg4p', 'bc1qv7s2ecx608k537lwyu787c7l95cj6gy6s0tkh4']",1.898e-05,1,2,False,0.0,1.0,13,Wednesday,0.014830379999999366,0
8c3a2ea7d7299f0af876a9808d4f2d668e54e5ea0f1cad02504695f8c7b92be9,2025-08-27 13:58:26,1.0,2.0,[0.00044275],"[0.00014, 0.00028377]",0.00044275000000038034,0.00042377000000026754,0.00044274999999993625,0.00021188500000013377,['bc1qx9kdx3re6yvy84r7aear5g5rmkwun3vclafv3x'],"['bc1q9w9s6c02p9nxvankr92w926fwqzqhzd6a7rc9n', 'bc1qwykkqxtv3w0vcak39aaa95ayp6exj5dz97nuxu']",1.898e-05,1,2,False,0.0,1.0,13,Wednesday,0.0008665200000006479,0
1dcd8024de059949bd8cb4fc9fd15c2b0242c7a49a0d1f066bbb2b1ce471f4d6,2025-08-27 13:56:40,1.0,2.0,[0.05387623],"[0.0047435, 0.04911379]",0.05387623000000019,0.053857289999999836,0.05387623000000019,0.026928644999999918,['bc1q3lk8npygj857ayhk5aq0p4kt3j8esk7d9h0m3n'],"['3DhaL4nGqs8FzBQ1bd6eax4rbZ3nkpwHXK', 'bc1q3lk8npygj857ayhk5aq0p4kt3j8esk7d9h0m3n']",1.894e-05,1,2,False,0.0,1.0,13,Wednesday,0.10773352000000003,0
abbab4492ed3011efda5d9c60d9cc3f80baf89c9ecea5a84035075f8af44d3d9,2025-08-27 13:58:26,1.0,2.0,[0.00746734],"[0.00069241, 0.00675595]",0.0074673399999998225,0.00744835999999971,0.0074673399999998225,0.003724179999999855,['bc1q3746ftvntchwcgcp0uc49yymdfnvslsc20wndw'],"['16jXAuTXx9zM6aQZp6rgDyzZtos4XsAfyG', 'bc1quuym5ndgz6fta8p38sl2mfgf8swzz2rhyp2ymu']",1.898e-05,1,2,False,0.0,1.0,13,Wednesday,0.014915699999999532,0
b1c035c187bf59aa890de9875bb0bb611db44e0db27cf7593cb8f11a455f77c3,2025-08-27 13:58:26,1.0,1.0,[0.00022576],[0.00021127],0.0002257600000001858,0.0002112700000003187,0.0002257600000001858,0.00021126999999987461,['bc1qg9lszep9998phmxw2xxudhkk08hd0zqugx05dx'],['bc1qwljvxh42e23ayhtk073v2xs5jdl2mgu5s6tmn0'],1.449e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.0004370300000005045,0
e0419908f028fb1ec249391799d5a2be7ad5395e849b1431f3f8ba831e6cf9f0,2025-08-27 13:58:26,1.0,1.0,[0.00092482],[0.00089999],0.0009248199999998263,0.0008999899999997396,0.0009248199999998263,0.0008999900000001837,['1KhR5r6ZdgZZHoB8VjzT7EtH6j54N4EhCx'],['3Bu44NCp2tgf5ohrqPH1i8PtxrcW9z3FHX'],2.483e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.0018248100000004541,0
d5f244e2e4e9a2b37dc505518ac17ada5187fa0a4467fa25464a8aa7b06dbb49,2025-08-27 13:58:26,1.0,2.0,[0.16014929],"[0.01862548, 0.14150618]",0.16014928999999967,0.16013166000000023,0.1601492900000001,0.08006583000000012,['bc1q8n6rlq6scxv8yphveds4pp6kkl7a9kgqukrru7'],"['bc1qt7a647d3g0wvzd9fgncemafzv74d2xts2sveah', 'bc1qwaqwea0y0x256krvkjvp9m9v5w950c5x8raqw5']",1.763e-05,1,2,False,0.0,1.0,13,Wednesday,0.3202809500000008,0
5fceaa23276e66b214b5e027036cf644341bb3bfaccba40fb8a5e2ced0f6a553,2025-08-27 13:58:26,1.0,2.0,[1.11097756],"[0.86095993, 0.25]",1.1109775600000003,1.11095993,1.1109775599999998,0.555479965,['bc1qhua329gc4yv90uwnejp7xns70j26zmfevuwn79'],"['bc1q5s3z7r7ehgmg9kv0l36tfuwk5k749y2netr7lq', 'bc1qt2r4qzmtlxhuwp89x3yh0fh24szuf20dd64pge']",1.763e-05,1,2,False,0.0,1.0,13,Wednesday,2.22193749,0
11b82c17022aeb8c2003f74c749d26cf02b4bbec713bff2acaed186728356a35,2025-08-27 13:58:26,1.0,2.0,[1.54134848],"[0.0006248, 1.54070604]",1.54134848,1.54133084,1.54134848,0.77066542,['bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf'],"['1N68ji7f5QwkNoV2QyCD1wHXSFNzqa9wvm', 'bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf']",1.764e-05,1,2,False,0.0,1.0,13,Wednesday,3.0826793199999996,0
04eb5aa6bd5bb2815cc77a35b9cb114e598d4da1b99b9af5926a69fab9125d08,2025-08-27 13:56:42,1.0,1.0,[0.0143],[0.01428656],0.014300000000000423,0.014286560000000392,0.01429999999999998,0.014286559999999948,['bc1qyry7uv40jaff74vdjn7vxge7smwsp0lsr33t9c'],['bc1q4fjm8zwv2eydec5a9uv0cvpfjld2dewzevzy25'],1.344e-05,1,1,False,0.0,1.1102230246251565e-16,13,Wednesday,0.028586560000000816,0
9fa8e613ad1f89c8e338300950b7cb73c7262cab12a4b374b58f824dd8f91cc1,2025-08-27 13:58:26,1.0,3.0,[2.77229454],"[0.0004743, 0.01395707, 2.75784205]",2.77229454,2.77227342,2.77229454,0.9240911399999998,['bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf'],"['33s1bmN2BwLpGpWVrNUqeFSARX6cHyRpgQ', 'bc1qm92xnjq76es5a8ymxxjwx5pd86vhxqlsfrx4u7', 'bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf']",2.112e-05,1,3,False,0.0,1.585,13,Wednesday,5.54456796,0
